Diagnosis Year,Cancer type,Gender,Stage,Age At Diagnosis,Years Since Diagnosis,Patients,Survival (%)
2015-2019,Bladder,Female,1,65-74,1,1060,94
2015-2019,Bladder,Female,1,75-99,1,2043,87
2015-2019,Bladder,Female,1,All ages,1,3624,90.3
2015-2019,Bladder,Female,1,All ages,1,3624,92.8
2015-2019,Bladder,Female,1,55-64,2,388,92.1
2015-2019,Bladder,Female,1,65-74,2,1060,88.9
2015-2019,Bladder,Female,1,75-99,2,2043,78.7
2015-2019,Bladder,Female,1,All ages,2,3624,83.7
2015-2019,Bladder,Female,1,All ages,2,3624,87.5
2015-2019,Bladder,Female,1,55-64,3,388,89.8
2015-2019,Bladder,Female,1,65-74,3,1060,84.7
2015-2019,Bladder,Female,1,75-99,3,2043,73.1
2015-2019,Bladder,Female,1,All ages,3,3624,79.1
2015-2019,Bladder,Female,1,55-64,4,388,87.5
2015-2019,Bladder,Female,1,65-74,4,1060,82.7
2015-2019,Bladder,Female,1,75-99,4,2043,68.7
2015-2019,Bladder,Female,1,All ages,4,3624,75.7
2015-2019,Bladder,Female,1,55-64,5,388,86.8
2015-2019,Bladder,Female,1,65-74,5,1060,80.5
2015-2019,Bladder,Female,1,75-99,5,2043,66
2015-2019,Bladder,Female,1,All ages,5,3624,73.5
2015-2019,Bladder,Female,2,15-44,1,23,60.9
2015-2019,Bladder,Female,2,45-54,1,103,81.7
2015-2019,Bladder,Female,2,55-64,1,272,78
2015-2019,Bladder,Female,2,65-74,1,683,70.4
2015-2019,Bladder,Female,2,75-99,1,1690,56
2015-2019,Bladder,Female,2,All ages,1,2771,62.7
2015-2019,Bladder,Female,2,All ages,1,2771,68
2015-2019,Bladder,Female,2,15-44,2,23,51.9
2015-2019,Bladder,Female,2,45-54,2,103,66.7
2015-2019,Bladder,Female,2,55-64,2,272,60.9
2015-2019,Bladder,Female,2,65-74,2,683,55.1
2015-2019,Bladder,Female,2,75-99,2,1690,39.1
2015-2019,Bladder,Female,2,All ages,2,2771,46.3
2015-2019,Bladder,Female,2,All ages,2,2771,52
2015-2019,Bladder,Female,2,55-64,3,272,56.4
2015-2019,Bladder,Female,2,65-74,3,683,48.8
2015-2019,Bladder,Female,2,75-99,3,1690,32.3
2015-2019,Bladder,Female,2,All ages,3,2771,40.1
2015-2019,Bladder,Female,2,All ages,3,2771,47
2015-2019,Bladder,Female,2,55-64,4,272,54.1
2015-2019,Bladder,Female,2,65-74,4,683,45.2
2015-2019,Bladder,Female,2,75-99,4,1690,29.1
2015-2019,Bladder,Female,2,All ages,4,2771,36.8
2015-2019,Bladder,Female,2,All ages,4,2771,43.4
2015-2019,Bladder,Female,2,55-64,5,272,50.3
2015-2019,Bladder,Female,2,65-74,5,683,44.5
2015-2019,Bladder,Female,2,75-99,5,1690,27
2015-2019,Bladder,Female,2,All ages,5,2771,34.8
2015-2019,Bladder,Female,3,15-44,1,21,66.7
2015-2019,Bladder,Female,3,45-54,1,85,64.9
2015-2019,Bladder,Female,3,55-64,1,178,68.7
2015-2019,Bladder,Female,3,65-74,1,324,60.4
2015-2019,Bladder,Female,3,75-99,1,541,41
2015-2019,Bladder,Female,3,All ages,1,1149,53
2015-2019,Bladder,Female,3,All ages,1,1149,56.5
2015-2019,Bladder,Female,3,55-64,2,178,54
2015-2019,Bladder,Female,3,65-74,2,324,46.8
2015-2019,Bladder,Female,3,75-99,2,541,28.2
2015-2019,Bladder,Female,3,All ages,2,1149,39.1
2015-2019,Bladder,Female,3,All ages,2,1149,41.7
2015-2019,Bladder,Female,3,55-64,3,178,45.6
2015-2019,Bladder,Female,3,65-74,3,324,42.8
2015-2019,Bladder,Female,3,75-99,3,541,24.1
2015-2019,Bladder,Female,3,All ages,3,1149,34.5
2015-2019,Bladder,Female,3,All ages,3,1149,36.9
2015-2019,Bladder,Female,3,65-74,4,324,40
2015-2019,Bladder,Female,3,75-99,4,541,21.3
2015-2019,Bladder,Female,3,All ages,4,1149,32.4
2015-2019,Bladder,Female,3,65-74,5,324,37.3
2015-2019,Bladder,Female,3,75-99,5,541,20.2
2015-2019,Bladder,Female,3,All ages,5,1149,30.7
2015-2019,Bladder,Female,4,15-44,1,45,35.6
2015-2019,Bladder,Female,4,45-54,1,109,30.3
2015-2019,Bladder,Female,4,55-64,1,223,34.7
2015-2019,Bladder,Female,4,65-74,1,474,30.2
2015-2019,Bladder,Female,4,75-99,1,963,18.5
2015-2019,Bladder,Female,4,All ages,1,1814,24.7
2015-2019,Bladder,Female,4,All ages,1,1814,27.4
2015-2019,Bladder,Female,4,55-64,2,223,23.2
2015-2019,Bladder,Female,4,65-74,2,474,17.8
2015-2019,Bladder,Female,4,75-99,2,963,8.6
2015-2019,Bladder,Female,4,All ages,2,1814,13.6
2015-2019,Bladder,Female,4,All ages,2,1814,15.2
2015-2019,Bladder,Female,4,55-64,3,223,20.8
2015-2019,Bladder,Female,4,65-74,3,474,12.2
2015-2019,Bladder,Female,4,75-99,3,963,6.1
2015-2019,Bladder,Female,4,All ages,3,1814,10
2015-2019,Bladder,Female,4,55-64,4,223,19.7
2015-2019,Bladder,Female,4,65-74,4,474,9.8
2015-2019,Bladder,Female,4,75-99,4,963,5.6
2015-2019,Bladder,Female,4,All ages,4,1814,8.9
2015-2019,Bladder,Female,4,55-64,5,223,16.4
2015-2019,Bladder,Female,4,All ages,5,1814,7.6
2015-2019,Bladder,Female,All stages combined,15-44,1,135,62.7
2015-2019,Bladder,Female,All stages combined,45-54,1,455,67.7
2015-2019,Bladder,Female,All stages combined,55-64,1,1209,72.2
2015-2019,Bladder,Female,All stages combined,65-74,1,2879,69.7
2015-2019,Bladder,Female,All stages combined,75-99,1,6912,52.2
2015-2019,Bladder,Female,All stages combined,All ages,1,11590,59.4
2015-2019,Bladder,Female,All stages combined,All ages,1,11590,63.9
2015-2019,Bladder,Female,All stages combined,15-44,2,135,51.5
2015-2019,Bladder,Female,All stages combined,45-54,2,455,55.6
2015-2019,Bladder,Female,All stages combined,55-64,2,1209,61.7
2015-2019,Bladder,Female,All stages combined,65-74,2,2879,59.2
2015-2019,Bladder,Female,All stages combined,75-99,2,6912,40.8
2015-2019,Bladder,Female,All stages combined,All ages,2,11590,48.2
2015-2019,Bladder,Female,All stages combined,All ages,2,11590,52.7
2015-2019,Bladder,Female,All stages combined,15-44,3,135,46
2015-2019,Bladder,Female,All stages combined,45-54,3,455,53.1
2015-2019,Bladder,Female,All stages combined,55-64,3,1209,58
2015-2019,Bladder,Female,All stages combined,65-74,3,2879,54.1
2015-2019,Bladder,Female,All stages combined,75-99,3,6912,35.9
2015-2019,Bladder,Female,All stages combined,All ages,3,11590,43.5
2015-2019,Bladder,Female,All stages combined,All ages,3,11590,48.1
2015-2019,Bladder,Female,All stages combined,55-64,4,1209,56.1
2015-2019,Bladder,Female,All stages combined,65-74,4,2879,51.3
2015-2019,Bladder,Female,All stages combined,75-99,4,6912,33.1
2015-2019,Bladder,Female,All stages combined,All ages,4,11590,40.8
2015-2019,Bladder,Female,All stages combined,All ages,4,11590,45.7
2015-2019,Bladder,Female,All stages combined,55-64,5,1209,54
2015-2019,Bladder,Female,All stages combined,65-74,5,2879,49.9
2015-2019,Bladder,Female,All stages combined,75-99,5,6912,31
2015-2019,Bladder,Female,All stages combined,All ages,5,11590,39
2015-2019,Bladder,Male,All stages combined,15-44,1,59,86.5
2015-2019,Bladder,Male,All stages combined,45-54,1,288,75.3
2015-2019,Bladder,Male,All stages combined,55-64,1,807,78.8
2015-2019,Bladder,Male,All stages combined,65-74,1,1641,74.9
2015-2019,Bladder,Male,All stages combined,75-99,1,2509,65.5
2015-2019,Bladder,Male,All stages combined,All ages,1,5304,71.2
2015-2019,Bladder,Male,All stages combined,All ages,1,5304,73.7
2015-2019,Bladder,Male,All stages combined,15-44,2,59,73.6
2015-2019,Bladder,Male,All stages combined,45-54,2,288,65
2015-2019,Bladder,Male,All stages combined,55-64,2,807,69.4
2015-2019,Bladder,Male,All stages combined,65-74,2,1641,64.5
2015-2019,Bladder,Male,All stages combined,75-99,2,2509,54.5
2015-2019,Bladder,Male,All stages combined,All ages,2,5304,60.6
2015-2019,Bladder,Male,All stages combined,All ages,2,5304,63.1
2015-2019,Bladder,Male,All stages combined,15-44,3,59,71.6
2015-2019,Bladder,Male,All stages combined,45-54,3,288,60.2
2015-2019,Bladder,Male,All stages combined,55-64,3,807,64.2
2015-2019,Bladder,Male,All stages combined,65-74,3,1641,58.4
2015-2019,Bladder,Male,All stages combined,75-99,3,2509,47.4
2015-2019,Bladder,Male,All stages combined,All ages,3,5304,54.3
2015-2019,Bladder,Male,All stages combined,All ages,3,5304,57.2
2015-2019,Bladder,Male,All stages combined,55-64,4,807,61.3
2015-2019,Bladder,Male,All stages combined,65-74,4,1641,54.7
2015-2019,Bladder,Male,All stages combined,75-99,4,2509,40.7
2015-2019,Bladder,Male,All stages combined,All ages,4,5304,49.3
2015-2019,Bladder,Male,All stages combined,All ages,4,5304,52.5
2015-2019,Bladder,Male,All stages combined,55-64,5,807,59.1
2015-2019,Bladder,Male,All stages combined,65-74,5,1641,51.7
2015-2019,Bladder,Male,All stages combined,75-99,5,2509,37.6
2015-2019,Bladder,Male,All stages combined,All ages,5,5304,46.3
2015-2019,Bladder,Male,All stages combined,All ages,5,5304,49.5
2015-2019,Bladder,Male,All stages combined,15-44,1,59,70.8
2015-2019,Bladder,Male,All stages combined,45-54,1,243,85.8
2015-2019,Bladder,Male,All stages combined,55-64,1,701,83.1
2015-2019,Bladder,Male,All stages combined,65-74,1,1829,78.3
2015-2019,Bladder,Male,All stages combined,75-99,1,3045,67.1
2015-2019,Bladder,Male,All stages combined,All ages,1,5877,73.3
2015-2019,Bladder,Male,All stages combined,All ages,1,5877,76.2
2015-2019,Bladder,Male,All stages combined,15-44,2,59,63.3
2015-2019,Bladder,Male,All stages combined,45-54,2,243,76.6
2015-2019,Bladder,Male,All stages combined,55-64,2,701,74
2015-2019,Bladder,Male,All stages combined,65-74,2,1829,67.8
2015-2019,Bladder,Male,All stages combined,75-99,2,3045,54.8
2015-2019,Bladder,Male,All stages combined,All ages,2,5877,62.1
2015-2019,Bladder,Male,All stages combined,All ages,2,5877,65.7
2015-2019,Bladder,Male,All stages combined,55-64,3,701,70.7
2015-2019,Bladder,Male,All stages combined,65-74,3,1829,61.6
2015-2019,Bladder,Male,All stages combined,75-99,3,3045,48.6
2015-2019,Bladder,Male,All stages combined,All ages,3,5877,56.4
2015-2019,Bladder,Male,All stages combined,All ages,3,5877,61
2015-2019,Bladder,Male,All stages combined,55-64,4,701,69.4
2015-2019,Bladder,Male,All stages combined,65-74,4,1829,58.8
2015-2019,Bladder,Male,All stages combined,75-99,4,3045,45.1
2015-2019,Bladder,Male,All stages combined,All ages,4,5877,53.3
2015-2019,Bladder,Male,All stages combined,All ages,4,5877,57.8
2015-2019,Bladder,Male,All stages combined,55-64,5,701,66.6
2015-2019,Bladder,Male,All stages combined,65-74,5,1829,56.3
2015-2019,Bladder,Male,All stages combined,75-99,5,3045,41.6
2015-2019,Bladder,Male,All stages combined,All ages,5,5877,50.4
2015-2019,Bladder,Male,All stages combined,15-44,1,44,81.9
2015-2019,Bladder,Male,All stages combined,45-54,1,238,83.8
2015-2019,Bladder,Male,All stages combined,55-64,1,675,82.2
2015-2019,Bladder,Male,All stages combined,65-74,1,1970,80.3
2015-2019,Bladder,Male,All stages combined,75-99,1,3570,67
2015-2019,Bladder,Male,All stages combined,All ages,1,6497,73.3
2015-2019,Bladder,Male,All stages combined,All ages,1,6497,77.1
2015-2019,Bladder,Male,All stages combined,15-44,2,44,72
2015-2019,Bladder,Male,All stages combined,45-54,2,238,72.8
2015-2019,Bladder,Male,All stages combined,55-64,2,675,73.2
2015-2019,Bladder,Male,All stages combined,65-74,2,1970,69.7
2015-2019,Bladder,Male,All stages combined,75-99,2,3570,55.9
2015-2019,Bladder,Male,All stages combined,All ages,2,6497,62.6
2015-2019,Bladder,Male,All stages combined,All ages,2,6497,66.6
2015-2019,Bladder,Male,All stages combined,55-64,3,675,68.2
2015-2019,Bladder,Male,All stages combined,65-74,3,1970,64.2
2015-2019,Bladder,Male,All stages combined,75-99,3,3570,50.1
2015-2019,Bladder,Male,All stages combined,All ages,3,6497,57.1
2015-2019,Bladder,Male,All stages combined,All ages,3,6497,61.5
2015-2019,Bladder,Male,All stages combined,55-64,4,675,66.8
2015-2019,Bladder,Male,All stages combined,65-74,4,1970,62.4
2015-2019,Bladder,Male,All stages combined,75-99,4,3570,45.7
2015-2019,Bladder,Male,All stages combined,All ages,4,6497,53.8
2015-2019,Bladder,Male,All stages combined,All ages,4,6497,58.6
2015-2019,Bladder,Male,All stages combined,55-64,5,675,64.4
2015-2019,Bladder,Male,All stages combined,65-74,5,1970,58.6
2015-2019,Bladder,Male,All stages combined,75-99,5,3570,41.6
2015-2019,Bladder,Male,All stages combined,All ages,5,6497,50.1
2015-2019,Bladder,Male,All stages combined,15-44,1,41,95.2
2015-2019,Bladder,Male,All stages combined,45-54,1,179,84
2015-2019,Bladder,Male,All stages combined,55-64,1,697,87
2015-2019,Bladder,Male,All stages combined,65-74,1,2100,82.4
2015-2019,Bladder,Male,All stages combined,75-99,1,3954,69.2
2015-2019,Bladder,Male,All stages combined,All ages,1,6971,75.5
2015-2019,Bladder,Male,All stages combined,All ages,1,6971,80.3
2015-2019,Bladder,Male,All stages combined,15-44,2,41,86.4
2015-2019,Bladder,Male,All stages combined,45-54,2,179,76.4
2015-2019,Bladder,Male,All stages combined,55-64,2,697,76.5
2015-2019,Bladder,Male,All stages combined,65-74,2,2100,72.6
2015-2019,Bladder,Male,All stages combined,75-99,2,3954,57.1
2015-2019,Bladder,Male,All stages combined,All ages,2,6971,64.4
2015-2019,Bladder,Male,All stages combined,All ages,2,6971,69.8
2015-2019,Bladder,Male,All stages combined,55-64,3,697,73.1
2015-2019,Bladder,Male,All stages combined,65-74,3,2100,67.3
2015-2019,Bladder,Male,All stages combined,75-99,3,3954,51.5
2015-2019,Bladder,Male,All stages combined,All ages,3,6971,59.1
2015-2019,Bladder,Male,All stages combined,All ages,3,6971,64.3
2015-2019,Bladder,Male,All stages combined,55-64,4,697,69
2015-2019,Bladder,Male,All stages combined,65-74,4,2100,64.4
2015-2019,Bladder,Male,All stages combined,75-99,4,3954,48
2015-2019,Bladder,Male,All stages combined,All ages,4,6971,55.8
2015-2019,Bladder,Male,All stages combined,All ages,4,6971,61.1
2015-2019,Bladder,Male,All stages combined,55-64,5,697,66.2
2015-2019,Bladder,Male,All stages combined,65-74,5,2100,60
2015-2019,Bladder,Male,All stages combined,75-99,5,3954,46.4
2015-2019,Bladder,Male,All stages combined,All ages,5,6971,53.2
2015-2019,Bladder,Male,All stages combined,15-44,1,38,84.3
2015-2019,Bladder,Male,All stages combined,45-54,1,184,88
2015-2019,Bladder,Male,All stages combined,55-64,1,613,86.2
2015-2019,Bladder,Male,All stages combined,65-74,1,1880,83.4
2015-2019,Bladder,Male,All stages combined,75-99,1,3989,68.9
2015-2019,Bladder,Male,All stages combined,All ages,1,6704,75.1
2015-2019,Bladder,Male,All stages combined,All ages,1,6704,80.1
2015-2019,Bladder,Male,All stages combined,15-44,2,38,70.8
2015-2019,Bladder,Male,All stages combined,45-54,2,184,78.1
2015-2019,Bladder,Male,All stages combined,55-64,2,613,78.4
2015-2019,Bladder,Male,All stages combined,65-74,2,1880,75.9
2015-2019,Bladder,Male,All stages combined,75-99,2,3989,56.1
2015-2019,Bladder,Male,All stages combined,All ages,2,6704,64.4
2015-2019,Bladder,Male,All stages combined,All ages,2,6704,70
2015-2019,Bladder,Male,All stages combined,55-64,3,613,73.1
2015-2019,Bladder,Male,All stages combined,65-74,3,1880,69.5
2015-2019,Bladder,Male,All stages combined,75-99,3,3989,49.1
2015-2019,Bladder,Male,All stages combined,All ages,3,6704,57.8
2015-2019,Bladder,Male,All stages combined,All ages,3,6704,63.9
2015-2019,Bladder,Male,All stages combined,55-64,4,613,70.4
2015-2019,Bladder,Male,All stages combined,65-74,4,1880,66.5
2015-2019,Bladder,Male,All stages combined,75-99,4,3989,45.8
2015-2019,Bladder,Male,All stages combined,All ages,4,6704,54.6
2015-2019,Bladder,Male,All stages combined,All ages,4,6704,60.4
2015-2019,Bladder,Male,All stages combined,55-64,5,613,66.5
2015-2019,Bladder,Male,All stages combined,65-74,5,1880,65.4
2015-2019,Bladder,Male,All stages combined,75-99,5,3989,44
2015-2019,Bladder,Male,All stages combined,All ages,5,6704,52.7
2015-2019,Bladder,Male,All stages combined,All ages,5,6704,58.1
2015-2019,Bladder,Male,1,15-44,1,104,98.2
2015-2019,Bladder,Male,1,45-54,1,478,97.4
2015-2019,Bladder,Male,1,55-64,1,1596,98.2
2015-2019,Bladder,Male,1,65-74,1,4249,96.4
2015-2019,Bladder,Male,1,75-99,1,6803,92.4
2015-2019,Bladder,Male,1,All ages,1,13230,94.6
2015-2019,Bladder,Male,1,All ages,1,13230,95.9
2015-2019,Bladder,Male,1,15-44,2,104,95.3
2015-2019,Bladder,Male,1,45-54,2,478,93.2
2015-2019,Bladder,Male,1,55-64,2,1596,94.9
2015-2019,Bladder,Male,1,65-74,2,4249,91.9
2015-2019,Bladder,Male,1,75-99,2,6803,85.2
2015-2019,Bladder,Male,1,All ages,2,13230,88.9
2015-2019,Bladder,Male,1,All ages,2,13230,90.9
2015-2019,Bladder,Male,1,55-64,3,1596,92.5
2015-2019,Bladder,Male,1,65-74,3,4249,87.3
2015-2019,Bladder,Male,1,75-99,3,6803,79.1
2015-2019,Bladder,Male,1,All ages,3,13230,83.9
2015-2019,Bladder,Male,1,All ages,3,13230,86.8
2015-2019,Bladder,Male,1,55-64,4,1596,90.9
2015-2019,Bladder,Male,1,65-74,4,4249,84.2
2015-2019,Bladder,Male,1,75-99,4,6803,74.2
2015-2019,Bladder,Male,1,All ages,4,13230,80
2015-2019,Bladder,Male,1,All ages,4,13230,83.3
2015-2019,Bladder,Male,1,55-64,5,1596,88
2015-2019,Bladder,Male,1,65-74,5,4249,81.3
2015-2019,Bladder,Male,1,75-99,5,6803,70.6
2015-2019,Bladder,Male,1,All ages,5,13230,76.8
2015-2019,Bladder,Male,1,All ages,5,13230,80.4
2015-2019,Bladder,Male,2,15-44,1,46,82.7
2015-2019,Bladder,Male,2,45-54,1,255,87
2015-2019,Bladder,Male,2,55-64,1,822,84.6
2015-2019,Bladder,Male,2,65-74,1,2119,80.1
2015-2019,Bladder,Male,2,75-99,1,4061,65.9
2015-2019,Bladder,Male,2,All ages,1,7303,73
2015-2019,Bladder,Male,2,All ages,1,7303,77.6
2015-2019,Bladder,Male,2,15-44,2,46,70.8
2015-2019,Bladder,Male,2,45-54,2,255,71.1
2015-2019,Bladder,Male,2,55-64,2,822,69.3
2015-2019,Bladder,Male,2,65-74,2,2119,66.3
2015-2019,Bladder,Male,2,75-99,2,4061,48
2015-2019,Bladder,Male,2,All ages,2,7303,56.7
2015-2019,Bladder,Male,2,All ages,2,7303,61.8
2015-2019,Bladder,Male,2,55-64,3,822,61.6
2015-2019,Bladder,Male,2,65-74,3,2119,58.7
2015-2019,Bladder,Male,2,75-99,3,4061,40.1
2015-2019,Bladder,Male,2,All ages,3,7303,48.8
2015-2019,Bladder,Male,2,All ages,3,7303,53.8
2015-2019,Bladder,Male,2,55-64,4,822,59.5
2015-2019,Bladder,Male,2,65-74,4,2119,55.9
2015-2019,Bladder,Male,2,75-99,4,4061,36
2015-2019,Bladder,Male,2,All ages,4,7303,45.5
2015-2019,Bladder,Male,2,All ages,4,7303,50.5
2015-2019,Bladder,Male,2,55-64,5,822,56.6
2015-2019,Bladder,Male,2,65-74,5,2119,52.3
2015-2019,Bladder,Male,2,75-99,5,4061,33.3
2015-2019,Bladder,Male,2,All ages,5,7303,42.5
2015-2019,Bladder,Male,3,15-44,1,27,69.3
2015-2019,Bladder,Male,3,45-54,1,102,78.7
2015-2019,Bladder,Male,3,55-64,1,300,75.5
2015-2019,Bladder,Male,3,65-74,1,772,73.6
2015-2019,Bladder,Male,3,75-99,1,1085,57.4
2015-2019,Bladder,Male,3,All ages,1,2286,66.3
2015-2019,Bladder,Male,3,All ages,1,2286,69.1
2015-2019,Bladder,Male,3,15-44,2,27,53.3
2015-2019,Bladder,Male,3,45-54,2,102,66.8
2015-2019,Bladder,Male,3,55-64,2,300,60.3
2015-2019,Bladder,Male,3,65-74,2,772,57
2015-2019,Bladder,Male,3,75-99,2,1085,39.6
2015-2019,Bladder,Male,3,All ages,2,2286,49.6
2015-2019,Bladder,Male,3,All ages,2,2286,52.7
2015-2019,Bladder,Male,3,55-64,3,300,55.1
2015-2019,Bladder,Male,3,65-74,3,772,50.1
2015-2019,Bladder,Male,3,75-99,3,1085,32.8
2015-2019,Bladder,Male,3,All ages,3,2286,43.2
2015-2019,Bladder,Male,3,All ages,3,2286,47.1
2015-2019,Bladder,Male,3,55-64,4,300,51.7
2015-2019,Bladder,Male,3,65-74,4,772,46.9
2015-2019,Bladder,Male,3,75-99,4,1085,29
2015-2019,Bladder,Male,3,All ages,4,2286,39.4
2015-2019,Bladder,Male,3,All ages,4,2286,43.2
2015-2019,Bladder,Male,3,55-64,5,300,46.2
2015-2019,Bladder,Male,3,65-74,5,772,40.1
2015-2019,Bladder,Male,3,75-99,5,1085,24.5
2015-2019,Bladder,Male,3,All ages,5,2286,34.3
2015-2019,Bladder,Male,4,55-64,1,440,36.2
2015-2019,Bladder,Male,4,65-74,1,1184,38
2015-2019,Bladder,Male,4,75-99,1,1826,26.2
2015-2019,Bladder,Male,4,All ages,1,3644,32
2015-2019,Bladder,Male,4,All ages,1,3644,34
2015-2019,Bladder,Male,4,55-64,2,440,22.9
2015-2019,Bladder,Male,4,65-74,2,1184,21.3
2015-2019,Bladder,Male,4,75-99,2,1826,14.9
2015-2019,Bladder,Male,4,All ages,2,3644,18.4
2015-2019,Bladder,Male,4,All ages,2,3644,20
2015-2019,Bladder,Male,4,55-64,3,440,18
2015-2019,Bladder,Male,4,65-74,3,1184,16.1
2015-2019,Bladder,Male,4,75-99,3,1826,11.1
2015-2019,Bladder,Male,4,All ages,3,3644,14
